parser,doc_id,id,gold,pred,score,ok,match_type,verdict,overconfident,judge_reason,missing_points,superfluous_points
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,31,Press the speed mode button (indicator shows 1/2/3 lights),"Press the speed mode button; each press changes the speed mode; speed indicator shows active mode: one light for low, two for medium, three for high; can be set before or during operation.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,32,The machine is working properly,The machine is working properly.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,33,Yes,"Yes; when the machine is re-started after a break, the speed mode will return to the previous speed.",1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,34,Align the ribs with the mounting slots and slide until it snaps into place,Align the battery ribs with the mounting slots in the machine's battery port and slide the battery pack until it snaps into position.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,35,Press the battery‑release button and remove the pack; never remove it at a high location,"Depress the battery-release button and the battery pack will disengage from the latch; grasp the battery pack and remove it from the machine; always be aware of the location of your feet, children, or pets when pressing the battery-release button.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,36,AP1500,AP1500,1.0,1,exact,correct,0,rule:exact,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,37,Battery at 20%–100% charge,Battery charge level of 20% to 100%,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,38,Battery at 10%–20% charge,Battery charge level of 10% to 20%,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,39,Battery below 10% charge,Battery charge level of less than 10%,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,40,Charge is nearly depleted—charge immediately,The battery pack charge is nearly depleted and needs to be charged immediately.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,41,Solid orange LED; cool the pack below 152°F (67°C),Solid orange battery-status indicator; cool the battery pack until temperature drops below 152°F (67°C) before restarting.,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,42,Battery electronics error—replace the pack or contact service,The battery pack electronics error; replace the battery pack or contact EGO customer service center,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,43,158°F (70°C),158°F (70°C),1.0,1,exact,correct,0,rule:exact,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,44,Machine overheated; cool it below 176°F (80°C),"A solid orange speed indicator means the machine is overheated; release the trigger and wait until the machine cools down and the speed indicator turns green, then restart the machine.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,45,"Machine overloaded; remove and reattach the battery, restart, and reduce load/line length","Flashing orange speed indicator means the machine is overloaded; remove the battery pack, reattach it, restart the machine, and decrease the load.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,46,194°F (90°C),194°F (90°C),1.0,1,exact,correct,0,rule:exact,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,47,When the speed mode button is pressed,when the speed mode button is pressed,1.0,1,exact,correct,0,rule:exact,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,48,The Bluetooth symbol lights up,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,49,Three lights,Three lights show High speed mode on the speed indicator.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,50,Lightly tap the head on the ground while running,Lightly tap the trimmer head on the ground while operating the trimmer to release more cutting line.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,51,On bare ground or hard soil,Tap the trimmer head on bare ground or hard soil for best line release.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,52,No—excess line can overheat the motor and cause injury,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,53,26 ft (8 m),Cut one piece of cutting line 26 ft. (8 m) long.,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,54,About 6 in (15.3 cm),6 in. (15.3 cm) of line should be visible on each side after winding.,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,55,It must be in its original position in the lower cover assembly,The spring must be in its original position in the lower cover assembly.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,56,A distinct click,a distinct click sound,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,57,Work from the top down in small increments,Cut grass over 8 inches (20 cm) by working from top to bottom in small increments to avoid premature line wear or motor drag.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,58,Yes,Yes; wire and picket fences can cause extra cutting line wear or breakage.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,59,No,Avoid trimming when grass and weeds are wet.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,60,Keep it fully extended; release is harder as the line shortens,Always keep the trimming line fully extended; line release becomes more difficult as the cutting line becomes shorter.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,61,"Remove battery, open head via release tabs, check spring, reassemble, reload line",Remove battery; open trimmer head; remove old line; check spring; reassemble; reload line as per instructions.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,62,0.105 in (2.7 mm),0.105 in (2.7 mm),1.0,1,exact,correct,0,rule:exact,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,63,The line‑cutting blade on the guard,line-cutting blade assembly,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,64,The motor may overheat,The motor may overheat.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,65,"Slow forward‑back or side‑to‑side passes, cutting short lengths","Slowly move the trimmer into and out of the area being cut, maintaining the cutting head position at the desired cutting height; this movement can be either a forward-backward motion or a side-to-side motion.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,66,Yes—using EGO kit ABB1203‑1,"Yes; it can be converted using the EGO kit ABB1203-1 (sold separately) by replacing the trimmer head with a metal blade, replacing the guard, and installing the safety barrier bar.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,67,"Install the metal blade, swap to the brush‑cutter guard, and install the safety barrier bar",Replace the string trimmer head with a metal blade; replace the string trimmer guard with the brush cutter guard; install the Safety Barrier Bar.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,68,Insert the provided hex key into the gear‑case locking hole,Rotate the trimmer head to align the slot in the flange with the shaft-locking hole in the gear case and insert the provided hex key into the aligned holes to act as a stabilizer.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,69,Clockwise,Rotate the trimmer head CLOCKWISE to remove it.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,70,Keep it in a safe place for future use,Keep the sheath in a safe place for future use.,1.0,1,llm-rubric,correct,0,"The prediction exactly states to keep the sheath in a safe place for future use, which is fully supported by the evidence: 'Remove the blade from the sheath according to Fig. 12c. Keep the sheath in a safe place for future use.'",,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,71,The surface of the blade,the surface of the blade,1.0,1,exact,correct,0,rule:exact,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,72,Counterclockwise,COUNTERCLOCKWISE,1.0,1,exact,correct,0,rule:exact,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,73,16 mm,16mm socket wrench,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,74,The two bolts and washers from the string‑trimmer guard,The two bolts and washers from the string trimmer are reused.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,75,3/4 in (2 cm),3/4 in (2 cm),1.0,1,exact,correct,0,rule:exact,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,76,Cut from right to left in a broad sweep,Use the unit for cutting from the right to the left in a broad sweeping action from side to side.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,77,The left side of the blade,use the left side of the blade,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,78,No,Do not use the cutting attachment above waist height.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,79,EGO,EGO,1.0,1,exact,correct,0,rule:exact,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,80,Approach weeds from right to left,Approach the weeds being cut with the brush cutter from the right to the left.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,81,No—never use water,"Never use water to clean your trimmer; use a clean cloth to remove dirt, dust, oil, grease, etc.",1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,82,Use a small brush or a vacuum cleaner,Use a small brush or a vacuum cleaner to clean the air vents on the rear housing; keep the air vents free of obstructions.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,83,About every 50 hours of operation,Check the gear case grease level approximately every 50 hours of operation.,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,84,Up to 3/4 capacity (do not fill completely),Fill the transmission gear case with grease to 3/4 capacity; do not completely fill the transmission gear case.,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,85,NLGI‑1; Ester thickener,NLGI-1; Ester,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,86,−40°F to 356°F (−40°C to 180°C),-40°F to 356°F (-40°C to 180°C),1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,87,Heavy gloves and eye protection,Wear heavy gloves and proper eye protection,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,88,A fine‑tooth file or a sharpening stone,Sharpen the line-cutting blade with a file,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,89,Counterclockwise,COUNTERCLOCKWISE,1.0,1,exact,correct,0,rule:exact,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,90,The inner flange and flange cover,inner flange and flange cover,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,91,That the battery is attached and making contact,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,92,Remove it and cool it below 152°F (67°C),Remove the battery pack and cool the battery pack until the temperature drops below 152 °F (67 °C),1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,93,Remove the battery and cool the tool below 176°F (80°C),Remove the battery pack and cool the string trimmer until the temperature drops below 176 °F (80 °C).,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,94,"Remove and reattach the battery, restart, and reduce the load/line length/woody cutting","Remove the battery pack, reattach it and restart the machine; decrease the load on the machine; avoid too long or oversize cutting line or cutting heavy/woody shrubs.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,95,Lubricate the drive gears per the lubrication section,"Lubricate the drive gears in the gear case, refer to 'TRANSMISSION GEARS LUBRICATION' section in this manual.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,96,Replace it with a new lower cover,Replace with a new lower cover before further use; refer to chapter 'RELOADING THE CUTTING LINE'.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,97,"Stop, remove the battery, and clean the shaft/head thoroughly","Stop the string trimmer, remove the battery and then clean the drive shaft or the trimmer head thoroughly.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,98,Remove the battery and reload the line per the Line Replacement steps,"Remove the battery, reload the cutting line, follow the section 'LINE REPLACEMENT' in this manual.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,99,"Cut from the top down, removing no more than 8 in (20 cm) per pass","Cut tall grass from the top down, removing no more than 8 inches (20 cm) in each pass to prevent wrapping.",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,23-0323_ego_stx4500_stx4500-fc_stringtrimmer_manual_en,100,Sharpen the blade with a file or replace it,Periodically sharpen the line-cutting blade with a file or replace it with a new blade.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,1,Feier Smart Slideboard.,Feier Smart Slideboard,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,FEIER,2,Feier.,Feier,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,FEIER,3,FED-HXB-05.,FED-HXB-05,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,FEIER,4,Starry Gray and Misty White.,Starry Gray; Misty White,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,5,"55×20 inches, 71×20 inches, and 87×20 inches.",55*20 inches; 71*20 inches; 87*20 inches,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,FEIER,6,18650 lithium cell.,18650,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,FEIER,7,2000 mAh.,2000mAh,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,FEIER,8,5V.,5V,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,FEIER,9,1A.,1A,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,FEIER,10,Around 3 hours.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,FEIER,11,About 3 hours of operating time.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,FEIER,12,No. The manual advises not to use the device while charging.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
own tool,FEIER,13,"Place it on a flat surface, then press and hold the power button to turn it on; it automatically enters standby.","Place the product on a flat surface, press and hold the power button to turn it on.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,14,Press and hold the power button for 4 seconds.,Press and hold the power button for 4 seconds to turn it off.,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,FEIER,15,"Yes. If there is no operation for 10 minutes, it will automatically shut down.","If there is no operation for 10 minutes in the power-on state of the Feier Smart Slideboard, it will automatically shut down.",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,FEIER,16,"Short‑press the power button to cycle through ""times,"" ""time,"" and ""calories.""","Short press the power button to adjust the display switching of 'times,' 'time,' and 'calories.'",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,17,Double‑click the power button in the power‑on state.,"Under the power-on state, double-click the power button to switch the display light.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,18,It automatically enters standby mode.,"After power-on, the product enters standby state; the light bar on the display end lights up every 5 seconds; if no exercise for 2 minutes, it enters sleep mode and all displays turn off until next exercise.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,19,The light bar at the display end lights up every 5 seconds.,The light bar on the display end will light up every 5 seconds.,1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,FEIER,20,After 2 minutes without exercise.,"If there is no exercise for 2 minutes, the device will enter sleep mode.",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,FEIER,21,"All displays turn off until the next exercise, when it returns to standby.","All displays of the product will be turned off until the next exercise, at which point it will enter standby mode.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,22,"In the power‑on state, press and hold the power button for 2 seconds to clear all display data.","In the power-on state, press and hold the power button for 2 seconds to clear all display data.",1.0,1,numeric≈,correct,0,rule:numeric≈,,
own tool,FEIER,23,A Bluetooth symbol appears and blinks on the display after powering on.,The Bluetooth symbol will appear and blink on the display screen.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,24,The Feier app.,Feier app,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,FEIER,25,"Scan the QR code in the manual or search ""Feier"" in your app store.",Scan the QR code provided or search for 'Feier' app in the app store to download.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,26,Yes. The manual shows iOS and Android download options.,Yes; the Feier app is available for both iOS and Android platforms.,1.0,1,llm-rubric,correct,0,"The prediction states that the app is available on both iOS and Android, which directly matches the evidence in the manual that shows separate download options for iOS and Android. Thus, all points from the gold answer are correctly supported.",,
own tool,FEIER,27,Tap the Bluetooth icon in the upper‑right corner of the app interface.,"In the Feier app, click on the Bluetooth icon in the upper right corner of the interface to start pairing.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,28,"""Feier-HXB.""",Feier-HXB,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,FEIER,29,"Tap ""Connect"" after the device information appears.","Click the Bluetooth name that you find and the system will connect automatically; after successful connection, the screen of the console will display the Bluetooth connection symbol.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,30,Ensure all parts of the device are firmly connected.,Check if its function is normal or not before running.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,31,Children and elderly users must use it under a guardian’s supervision.,All children and elderly people must use it under the supervision of a guardian.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,32,Beginners are advised to wear protective gear to prevent injuries.,Beginners are advised to wear protective gear during exercise to prevent injuries.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
own tool,FEIER,33,5–10 minutes of stretching warm‑up.,5-10 minutes,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,FEIER,34,Remove valuables and fragile items such as mobile phones and jewelry.,Remove valuable and fragile items such as mobile phones and jewelry from your body before use.,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
own tool,FEIER,35,Exercise under a doctor’s guidance and stop immediately if any discomfort occurs.,Exercise under the guidance of a doctor; stop immediately if there is any discomfort during use.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
